Time,CPU Usage
19:30:17,9.5
19:30:18,0.8
19:30:19,0.5
19:30:20,0.6
19:30:21,10
19:30:22,64.5
19:30:23,32.2
19:30:24,1.7
19:30:25,12.2
19:30:26,0.6
19:30:27,22.9
19:30:28,0.5
19:30:29,28.2
19:30:30,23
19:30:31,0.8
19:30:32,6.6
19:30:33,0.5
19:30:34,0.3
19:30:35,0.5
19:30:36,23
19:30:37,7.9
19:30:38,0.2
19:30:39,0.4
19:30:40,0.3
19:30:41,1.6
19:30:42,0.2
19:30:43,21.7
19:30:44,0.2
19:30:45,0.5
19:30:46,0.2
19:30:47,0.4
19:30:48,0.1
19:30:49,1.2
19:30:50,27.2
19:30:51,0.1
19:30:52,0.4
19:30:53,0.3
19:30:54,0.6
19:30:55,0.2
19:30:56,13.4
19:30:57,28.4
19:30:58,0.1
19:30:59,1.2
19:31:00,0.1
19:31:01,0.3
19:31:02,0.2
19:31:03,18.8
19:31:04,27.1
19:31:05,0.2
19:31:06,1
19:31:07,2.2
19:31:08,0.3
19:31:09,0.1
19:31:10,30.8
19:31:11,0.2
19:31:12,0.4
19:31:13,0.2
19:31:14,0.6
19:31:15,0.1
19:31:16,3.5
19:31:17,16.7
19:31:18,0.1
19:31:19,0.3
19:31:20,0.2
19:31:21,0.2
19:31:22,0.1
19:31:23,0.1
19:31:24,0.8
19:31:25,0.3
19:31:26,0.1
19:31:27,0.4
19:31:28,0.2
19:31:29,0.1
19:31:30,0.2
19:31:31,0.1
19:31:32,0.2
19:31:33,0.2
19:31:34,0.1
19:31:35,0.2
19:31:36,0.1
19:31:37,0.2
19:31:38,0.3
19:31:39,18.1
19:31:40,6.4
19:31:41,0.1
19:31:42,0.2
19:31:43,0.1
19:31:44,0.3
19:31:45,1.1
19:31:46,30.6
19:31:47,0.2
19:31:48,0.6
19:31:49,0.1
19:31:50,0.3
19:31:51,0.1
19:31:52,1
19:31:53,25.6
19:31:54,0.1
19:31:55,0.3
19:31:56,0.1
19:31:57,1.4
19:31:58,0.2
19:31:59,7.4
19:32:00,16.2
19:32:01,0.2
19:32:02,0.2
19:32:03,0.2
19:32:04,0.2
19:32:05,0.1
19:32:06,9.4
19:32:07,8.8
19:32:08,0.1
19:32:09,0.4
19:32:10,0.1
19:32:11,0.4
19:32:12,0.1
19:32:13,16.9
19:32:14,0.6
19:32:15,0.3
19:32:16,0.6
19:32:17,0.2
19:32:18,0.4
19:32:19,0.1
19:32:20,20.5
19:32:21,0.1
19:32:22,0.3
19:32:23,0.1
19:32:24,0.2
19:32:25,0.1
19:32:26,11.3
19:32:27,12.2
19:32:28,0.1
19:32:29,0.2
19:32:30,0.2
19:32:31,3.2
19:32:32,0.2
19:32:33,0.1
19:32:34,0.2
19:32:35,0.4
19:32:36,0.4
19:32:37,0.1
19:32:38,0.2
19:32:39,0.1
19:32:40,0.1
19:32:41,0.2
19:32:42,0.1
19:32:43,0.2
19:32:44,0.1
19:32:45,0.8
19:32:46,0.1
19:32:47,0.3
